#  radius  density  temperature  c12  o16  ne20  ne22  
596
2.146000000000000e+08 5.014478668007100e+05 2.645442652883565e+08 5.765113898238944e-01 4.083403817587938e-01 8.235124103694202e-03 6.913104313617637e-03 
2.150000000000000e+08 4.727754386192856e+05 2.616267033162434e+08 5.765113898241961e-01 4.083403817587128e-01 8.235124103511701e-03 6.913104313579256e-03 
2.154000000000000e+08 4.523986285793887e+05 2.594209037124282e+08 5.765113898243286e-01 4.083403817586783e-01 8.235124103430875e-03 6.913104313562144e-03 
2.158000000000000e+08 4.316891699365083e+05 2.570562926132051e+08 5.765113898244164e-01 4.083403817586556e-01 8.235124103376915e-03 6.913104313551225e-03 
2.162000000000000e+08 4.116359273753442e+05 2.546422871428329e+08 5.765113898244708e-01 4.083403817586431e-01 8.235124103343256e-03 6.913104313542852e-03 
2.166000000000000e+08 3.888273148967000e+05 2.517239364006694e+08 5.765113898245087e-01 4.083403817586350e-01 8.235124103320054e-03 6.913104313536344e-03 
2.170000000000000e+08 3.621345702994626e+05 2.480626997612484e+08 5.765113898245304e-01 4.083403817586309e-01 8.235124103305251e-03 6.913104313533404e-03 
2.174000000000000e+08 3.470234546525324e+05 2.458769487805807e+08 5.765113898245358e-01 4.083403817586290e-01 8.235124103300835e-03 6.913104313534509e-03 
2.178000000000000e+08 3.289321594975158e+05 2.431130724035436e+08 5.765113898245394e-01 4.083403817586287e-01 8.235124103297355e-03 6.913104313534535e-03 
2.182000000000000e+08 3.120628338118523e+05 2.403864466113575e+08 5.765113898245409e-01 4.083403817586324e-01 8.235124103295487e-03 6.913104313531247e-03 
2.186000000000000e+08 2.933082839620292e+05 2.371786004628128e+08 5.765113898245415e-01 4.083403817586319e-01 8.235124103294323e-03 6.913104313532118e-03 
2.190000000000000e+08 2.773854273465857e+05 2.342974861102039e+08 5.765113898245419e-01 4.083403817586316e-01 8.235124103293821e-03 6.913104313532690e-03 
2.194000000000000e+08 2.599315011795512e+05 2.309344644291918e+08 5.765113898245418e-01 4.083403817586326e-01 8.235124103293549e-03 6.913104313532251e-03 
2.198000000000000e+08 2.444714484137114e+05 2.277673544662105e+08 5.765113898245418e-01 4.083403817586314e-01 8.235124103293405e-03 6.913104313533496e-03 
2.202000000000000e+08 2.292205737634806e+05 2.244569424436510e+08 5.765113898245419e-01 4.083403817586314e-01 8.235124103293376e-03 6.913104313533312e-03 
2.206000000000000e+08 2.135730327783743e+05 2.208419738473637e+08 5.765113898245416e-01 4.083403817586317e-01 8.235124103293376e-03 6.913104313533314e-03 
2.210000000000000e+08 2.000744123513784e+05 2.175163535385781e+08 5.765113898245415e-01 4.083403817586317e-01 8.235124103293374e-03 6.913104313533312e-03 
2.214000000000000e+08 1.876601906000118e+05 2.142619080649377e+08 5.765113898245419e-01 4.083403817586338e-01 8.235124103293422e-03 6.913104313530961e-03 
2.218000000000000e+08 1.732885399411405e+05 2.102696482967556e+08 5.765113898245419e-01 4.083403817586325e-01 8.235124103293398e-03 6.913104313532292e-03 
2.222000000000000e+08 1.615327729152104e+05 2.067820895140623e+08 5.765113898245418e-01 4.083403817586317e-01 8.235124103293379e-03 6.913104313533187e-03 
2.226000000000000e+08 1.496344552547614e+05 2.030066961761500e+08 5.765113898245418e-01 4.083403817586314e-01 8.235124103293374e-03 6.913104313533313e-03 
2.230000000000000e+08 1.395456430139396e+05 1.996039367467759e+08 5.765113898245415e-01 4.083403817586319e-01 8.235124103293381e-03 6.913104313533314e-03 
2.234000000000000e+08 1.280375700265567e+05 1.954579454389013e+08 5.765113898245415e-01 4.083403817586331e-01 8.235124103293405e-03 6.913104313532027e-03 
2.238000000000000e+08 1.178188740815634e+05 1.915107810089794e+08 5.765113898245416e-01 4.083403817586317e-01 8.235124103293377e-03 6.913104313533314e-03 
2.242000000000000e+08 1.079005621770643e+05 1.874034413615198e+08 5.765113898245418e-01 4.083403817586337e-01 8.235124103293426e-03 6.913104313531196e-03 
2.246000000000000e+08 9.872719148462065e+04 1.833233536777206e+08 5.765113898245416e-01 4.083403817586331e-01 8.235124103293412e-03 6.913104313531914e-03 
2.250000000000000e+08 8.967874821206708e+04 1.789930797452709e+08 5.765113898245413e-01 4.083403817586345e-01 8.235124103293434e-03 6.913104313530871e-03 
2.254000000000000e+08 8.153743183050730e+04 1.747765417681001e+08 5.765113898245413e-01 4.083403817586336e-01 8.235124103293441e-03 6.913104313531541e-03 
2.258000000000000e+08 7.409995077800246e+04 1.706017052337533e+08 5.765113898245420e-01 4.083403817586274e-01 8.235124103297803e-03 6.913104313532792e-03 
2.262000000000000e+08 6.680743260302891e+04 1.661716705964897e+08 5.765113898245599e-01 4.083403817585178e-01 8.235124103389019e-03 6.913104313533315e-03 
2.266000000000000e+08 5.978306404870272e+04 1.615193305424524e+08 5.765113898246638e-01 4.083403817579294e-01 8.235124103873562e-03 6.913104313533313e-03 
2.270000000000000e+08 5.366621144204983e+04 1.570749299029144e+08 5.765113898248386e-01 4.083403817569640e-01 8.235124104664003e-03 6.913104313533313e-03 
2.274000000000000e+08 4.780877919059697e+04 1.524170895324512e+08 5.765113898250089e-01 4.083403817560531e-01 8.235124105405091e-03 6.913104313532960e-03 
2.278000000000000e+08 4.244628934540362e+04 1.477040822032597e+08 5.765113898251165e-01 4.083403817554924e-01 8.235124105857788e-03 6.913104313533314e-03 
2.282000000000000e+08 3.757070660950268e+04 1.429461973229190e+08 5.765113898251709e-01 4.083403817552171e-01 8.235124106078698e-03 6.913104313533315e-03 
2.286000000000000e+08 3.284945853797169e+04 1.378219694614561e+08 5.765113898251956e-01 4.083403817550977e-01 8.235124106174312e-03 6.913104313532273e-03 
2.290000000000000e+08 2.866743641779899e+04 1.327439866320611e+08 5.765113898252050e-01 4.083403817550523e-01 8.235124106209699e-03 6.913104313533081e-03 
2.294000000000000e+08 2.482688739515950e+04 1.275456356442455e+08 5.765113898252086e-01 4.083403817550361e-01 8.235124106222376e-03 6.913104313533083e-03 
2.298000000000000e+08 2.130458470632725e+04 1.222086726577538e+08 5.765113898252093e-01 4.083403817550313e-01 8.235124106226550e-03 6.913104313532718e-03 
2.302000000000000e+08 1.811989201598411e+04 1.167794008606061e+08 5.765113898252094e-01 4.083403817550300e-01 8.235124106227792e-03 6.913104313532742e-03 
2.306000000000000e+08 1.534646048507663e+04 1.114347972842447e+08 5.765113898252097e-01 4.083403817550293e-01 8.235124106228132e-03 6.913104313532885e-03 
2.310000000000000e+08 1.280287741172536e+04 1.058596389013239e+08 5.765113898252097e-01 4.083403817550295e-01 8.235124106228226e-03 6.913104313532687e-03 
2.314000000000000e+08 1.052671397714598e+04 1.001396661572301e+08 5.765113898252094e-01 4.083403817550290e-01 8.235124106228228e-03 6.913104313533313e-03 
2.318000000000000e+08 8.588084421041458e+03 9.450329605519110e+07 5.765113898252093e-01 4.083403817550291e-01 8.235124106228231e-03 6.913104313533313e-03 
2.322000000000000e+08 6.899830480421791e+03 8.879331412161264e+07 5.765113898252093e-01 4.083403817550305e-01 8.235124106228257e-03 6.913104313531949e-03 
2.326000000000000e+08 5.500990215057747e+03 8.324083483597933e+07 5.765113898252093e-01 4.083403817550304e-01 8.235124106228257e-03 6.913104313531900e-03 
2.330000000000000e+08 4.244469853841833e+03 7.732712331215523e+07 5.765113898252093e-01 4.083403817550309e-01 8.235124106228262e-03 6.913104313531490e-03 
2.334000000000000e+08 3.212387453334579e+03 7.145775193006517e+07 5.765113898252092e-01 4.083403817550309e-01 8.235124106228264e-03 6.913104313531667e-03 
2.338000000000000e+08 2.391324725820073e+03 6.573567521638720e+07 5.765113898252093e-01 4.083403817550308e-01 8.235124106228262e-03 6.913104313531676e-03 
2.342000000000000e+08 1.714061815873462e+03 5.985787594865599e+07 5.765113898252092e-01 4.083403817550308e-01 8.235124106228262e-03 6.913104313531735e-03 
2.346000000000000e+08 1.181947715235850e+03 5.394511788918675e+07 5.765113898252092e-01 4.083403817550303e-01 8.235124106228254e-03 6.913104313532177e-03 
2.350000000000000e+08 7.896790014047946e+02 4.815703268797772e+07 5.765113898252092e-01 4.083403817550305e-01 8.235124106228255e-03 6.913104313532042e-03 
2.354000000000000e+08 4.934367710670534e+02 4.216758782409328e+07 5.765113898252093e-01 4.083403817550304e-01 8.235124106228255e-03 6.913104313532009e-03 
2.358000000000000e+08 2.864356579330872e+02 3.630331245451410e+07 5.765113898252093e-01 4.083403817550308e-01 8.235124106228266e-03 6.913104313531528e-03 
2.362000000000000e+08 1.476580336986760e+02 3.035642909170656e+07 5.765113898252092e-01 4.083403817550306e-01 8.235124106228259e-03 6.913104313531821e-03 
2.366000000000000e+08 6.667082012406487e+01 2.459406107246328e+07 5.765113898252093e-01 4.083403817550306e-01 8.235124106228260e-03 6.913104313531783e-03 
2.370000000000000e+08 2.433165143287554e+01 1.891177426674343e+07 5.765113898252093e-01 4.083403817550308e-01 8.235124106228264e-03 6.913104313531570e-03 
2.374000000000000e+08 6.270114106745498e+00 1.329459407235816e+07 5.765113898252093e-01 4.083403817550306e-01 8.235124106228267e-03 6.913104313531648e-03 
2.378000000000000e+08 7.825587807066049e-01 8.165624078514490e+06 5.765113898252094e-01 4.083403817550306e-01 8.235124106228260e-03 6.913104313531731e-03 
2.382000000000000e+08 2.633918408837797e-02 3.925516600641749e+06 5.765113898252094e-01 4.083403817550306e-01 8.235124106228266e-03 6.913104313531712e-03 
